"filename", "language", "Markdown", "XML", "JavaScript", "JSON", "TypeScript", "JSON with Comments", "JavaScript JSX", "PostCSS", "TypeScript JSX", "Dotenv", "HTML", "comment", "blank", "total"
"c:\Users\dierk\OneDrive\Desktop\Evolvo\evolvo-waitlist\src\App.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 1, 3, 36
"c:\Users\dierk\OneDrive\Desktop\Evolvo\evolvo-waitlist\src\assets\animations\loading.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\dierk\OneDrive\Desktop\Evolvo\evolvo-waitlist\src\assets\animations\wave.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\dierk\OneDrive\Desktop\Evolvo\evolvo-waitlist\src\assets\react.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\dierk\OneDrive\Desktop\Evolvo\evolvo-waitlist\src\assets\vite.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\dierk\OneDrive\Desktop\Evolvo\evolvo-waitlist\src\components\Button.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 16
"c:\Users\dierk\OneDrive\Desktop\Evolvo\evolvo-waitlist\src\components\Carousel.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 3, 22
"c:\Users\dierk\OneDrive\Desktop\Evolvo\evolvo-waitlist\src\components\Caroussel.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 9, 52
"c:\Users\dierk\OneDrive\Desktop\Evolvo\evolvo-waitlist\src\components\Footer.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 4, 30
"c:\Users\dierk\OneDrive\Desktop\Evolvo\evolvo-waitlist\src\components\InviteBox.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 1, 8, 57
"c:\Users\dierk\OneDrive\Desktop\Evolvo\evolvo-waitlist\src\components\button.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 2, 22
"c:\Users\dierk\OneDrive\Desktop\Evolvo\evolvo-waitlist\src\components\progress.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 4, 29
"c:\Users\dierk\OneDrive\Desktop\Evolvo\evolvo-waitlist\src\index.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 6, 44
"c:\Users\dierk\OneDrive\Desktop\Evolvo\evolvo-waitlist\src\main.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 1, 12
"c:\Users\dierk\OneDrive\Desktop\Evolvo\evolvo-waitlist\src\pages\Code.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 11, 79
"c:\Users\dierk\OneDrive\Desktop\Evolvo\evolvo-waitlist\src\pages\Dashboard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 186, 0, 0, 0, 0, 3, 20, 209
"c:\Users\dierk\OneDrive\Desktop\Evolvo\evolvo-waitlist\src\pages\Landing.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 1, 4, 56
"c:\Users\dierk\OneDrive\Desktop\Evolvo\evolvo-waitlist\src\pages\LogIn.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 15, 114
"c:\Users\dierk\OneDrive\Desktop\Evolvo\evolvo-waitlist\src\pages\SignUp.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 161, 0, 0, 0, 0, 1, 22, 184
"c:\Users\dierk\OneDrive\Desktop\Evolvo\evolvo-waitlist\src\pages\Support.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 15, 101
"c:\Users\dierk\OneDrive\Desktop\Evolvo\evolvo-waitlist\src\pages\onboard1.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 10, 71
"c:\Users\dierk\OneDrive\Desktop\Evolvo\evolvo-waitlist\src\pages\onboard2.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 11, 90
"c:\Users\dierk\OneDrive\Desktop\Evolvo\evolvo-waitlist\src\pages\onboard3.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 10, 100
"c:\Users\dierk\OneDrive\Desktop\Evolvo\evolvo-waitlist\src\pages\onboard4.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 9, 101
"c:\Users\dierk\OneDrive\Desktop\Evolvo\evolvo-waitlist\src\pages\onboard5.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 1, 6, 61
"c:\Users\dierk\OneDrive\Desktop\Evolvo\evolvo-waitlist\vite.config.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 11
"Total", "-", 113, 41, 1339, 27580, 258, 90, 2021, 247, 3250, 2, 13, 97, 1113, 36164
